poiID,poiCat,poiLon,poiLat,cate
157,Shop,139.604001,35.67457222,3
158,Store,139.600101,35.672286,6
159,Park,139.5990229,35.65398358,7
160,Store,139.5966089,35.64735782,6
161,Athletic & Sport,139.6020172,35.67699172,12
162,Entertainment,139.5868798,35.66148647,5
163,Shop,139.5730913,35.63486111,3
164,Scenic Lookout,139.5697143,35.62708945,0
165,Building,139.5680227,35.63339077,1
166,Transport,139.6613789,35.66908127,2
167,Shop,139.6793206,35.66867121,3
168,Building,139.6993697,35.676202,1
169,Restaurant,139.6984363,35.66065237,4
170,Shop,139.7005793,35.65906803,3
171,Transport,139.698823,35.65869121,2
172,Transport,139.5993602,35.70384108,2
173,Scenic Lookout,139.5926047,35.71302877,0
174,Building,139.5958793,35.71596876,1
175,Store,139.6061414,35.710999,6
176,Restaurant,139.6176461,35.70466822,4
177,Transport,139.619987,35.70462192,2
178,Transport,139.6089792,35.67201418,2
179,Shop,139.6012456,35.66834387,3
180,Transport,139.617101,35.64904919,2
181,Park,139.6327007,35.63829883,7
182,Building,139.6006146,35.668579,1
183,Restaurant,139.6004283,35.66813121,4
184,Shop,139.6070103,35.66278089,3
185,Shop,139.6086413,35.64520433,3
186,Shop,139.6086413,35.64438041,3
187,Shop,139.601233,35.66906384,3
188,Store,139.6626985,35.67329974,6
189,Transport,139.698962,35.68862035,2
190,Shop,139.5947528,35.66921175,3
191,Museum,139.608947,35.66705039,13
192,Athletic & Sport,139.6669686,35.68629804,12
193,Shop,139.593624,35.680909,3
194,Building,139.6926534,35.69112993,1
195,Scenic Lookout,139.5958713,35.67148687,0
196,Park,139.593656,35.672628,7
197,Entertainment,139.5876074,35.65745316,5
198,Restaurant,139.7072661,35.69038926,4
199,Restaurant,139.599514,35.668942,4
200,Transport,139.6157169,35.66987443,2
201,Transport,139.59992,35.669648,2
202,Restaurant,139.5811196,35.70443774,4
203,Shop,139.5784912,35.70381481,3
204,Store,139.5840776,35.68282536,6
205,Shop,139.5844263,35.68283407,3
206,Park,139.6259162,35.67804649,7
207,Store,139.607968,35.660559,6
208,Building,139.6121914,35.67903181,1
209,Building,139.6244919,35.67910808,1
210,Shop,139.6956146,35.693365,3
211,Store,139.7169368,35.69904319,6
212,Transport,139.5608296,35.7027063,2
213,Store,139.6089469,35.67044493,6
214,Transport,139.6014851,35.66686735,2
215,Transport,139.5987386,35.6400427,2
216,Restaurant,139.5860463,35.63633257,4
217,Store,139.5915234,35.65339077,6
218,Store,139.6085581,35.67278116,6
219,Restaurant,139.5993876,35.66892874,4
220,Shop,139.7600792,35.665666,3
221,Entertainment,139.698911,35.65907021,5
222,Restaurant,139.7576377,35.66608124,4
223,Building,139.4725943,35.68389724,1
224,Entertainment,139.6960759,35.66491487,5
225,Store,139.7716069,35.69911561,6
226,Store,139.7718969,35.702848,6
227,School,139.7698474,35.70121973,9
228,Shop,139.7717839,35.70048787,3
229,Restaurant,139.77202,35.70108686,4
230,Shop,139.7709927,35.69870393,3
231,Transport,139.7306657,35.68600612,2
232,Shop,139.7721916,35.69849265,3
233,Transport,139.7758716,35.69556071,2
234,Transport,139.7447031,35.70124524,2
235,Shop,139.770121,35.6987671,3
236,Shop,139.7718832,35.70073836,3
237,Store,139.7704536,35.69950769,6
238,Shop,139.7304385,35.68607044,3
239,Shop,139.741888,35.70090608,3
240,Restaurant,139.7387703,35.69539851,4
241,Transport,139.7354722,35.69129549,2
242,Shop,139.7709364,35.69924195,3
243,Transport,139.7644749,35.69971897,2
244,Restaurant,139.775191,35.69835667,4
245,Shop,139.7714674,35.69776076,3
246,Restaurant,139.723645,35.688433,4
247,Restaurant,139.7708881,35.69617281,4
248,Restaurant,139.7716701,35.69761565,4
249,Transport,139.7228658,35.6923934,2
250,Transport,139.724046,35.6926156,2
251,Restaurant,139.726983,35.68644183,4
252,Restaurant,139.7711965,35.70150071,4
253,Transport,139.701326,35.65852173,2
254,Shop,139.7023932,35.65981515,3
255,Restaurant,139.7001153,35.65996808,4
256,Shop,139.70184,35.69313623,3
257,Shop,139.6973781,35.6895059,3
258,Transport,139.7020626,35.68417611,2
259,Transport,139.7181559,35.69919839,2
260,Transport,139.7404289,35.63014573,2
261,Transport,139.7279191,35.5884342,2
262,Shop,139.728009,35.58972247,3
263,Transport,139.7160503,35.56247782,2
264,Shop,139.7151399,35.56351505,3
265,Shop,139.714974,35.563634,3
266,Shop,139.7157384,35.73004161,3
267,Transport,139.7012472,35.69152204,2
268,Shop,139.7000456,35.68825436,3
269,Shop,139.7015954,35.68353338,3
270,Transport,139.778409,35.62970971,2
271,Shop,139.777042,35.62941848,3
272,Transport,139.7787952,35.62752523,2
273,Transport,139.7670445,35.67434997,2
274,Shop,139.7671922,35.67403685,3
275,Restaurant,139.7639492,35.67104454,4
276,Restaurant,139.7700512,35.69841205,4
277,Restaurant,139.772448,35.697854,4
278,Restaurant,139.772092,35.701263,4
279,Restaurant,139.7747604,35.69894119,4
280,Store,139.7718215,35.69980828,6
281,Shop,139.7418339,35.70081844,3
282,Shop,139.7720334,35.70123933,3
283,Restaurant,139.7574878,35.69766492,4
284,Transport,139.7109556,35.72986464,2
285,Shop,139.7181666,35.72934768,3
286,Restaurant,139.7188425,35.72644736,4
287,Transport,139.7111607,35.73022733,2
288,Shop,139.7159967,35.72991815,3
289,Transport,139.784172,35.54896358,2
290,Transport,139.7200656,35.68794066,2
291,Shop,139.7704133,35.69888255,3
292,Transport,139.723649,35.62611683,2
293,Restaurant,139.7713709,35.70217375,4
294,Shop,139.7574046,35.69777165,3
295,Restaurant,139.7380411,35.62667496,4
296,Restaurant,139.7702323,35.69850393,4
297,Transport,139.7567421,35.65561814,2
298,Transport,139.7884083,35.55137977,2
299,Shop,139.7719181,35.70074925,3
300,Restaurant,139.767597,35.69121706,4
301,Entertainment,139.7151196,35.73003573,5
302,Restaurant,139.7418183,35.70066212,4
303,Transport,139.6945866,35.75626039,2
304,Restaurant,139.5873284,35.81471161,4
305,Shop,139.6977898,35.75590288,3
306,Entertainment,139.7005458,35.75627944,5
307,Transport,139.738133,35.75243323,2
308,Park,139.7151142,35.80371385,7
309,Entertainment,139.7011372,35.69168542,5
310,Entertainment,139.7007644,35.6859059,5
311,Shop,139.7309607,35.66578652,3
312,Entertainment,139.7229027,35.62428109,5
313,Restaurant,139.7247005,35.62615172,4
314,Transport,139.7234398,35.6264504,2
315,Shop,139.7056245,35.66863497,3
316,Shop,139.705861,35.66868,3
317,Shop,139.7139797,35.80755323,3
318,Restaurant,139.7652555,35.67170041,4
319,Entertainment,139.7646734,35.68264453,5
320,Entertainment,139.7490388,35.62362265,5
321,Building,139.7474626,35.62323817,1
322,Shop,139.7416842,35.62890743,3
323,Shop,139.7066019,35.80508942,3
324,Church,139.7035325,35.81053978,11
325,Restaurant,139.7106832,35.72978315,4
326,Restaurant,139.6969268,35.75578589,4
327,Transport,139.7175872,35.801917,2
328,Entertainment,139.717795,35.802618,5
329,Office,139.7138643,35.6417255,8
330,Restaurant,139.69548,35.75539,4
331,Restaurant,139.7500956,35.62241914,4
332,Restaurant,139.7400726,35.62908962,4
333,Transport,139.7028968,35.74824718,2
334,Restaurant,139.7175336,35.80290897,4
335,Entertainment,139.7358853,35.60716434,5
336,Transport,139.7347489,35.60714306,2
337,Restaurant,139.702186,35.74804043,4
338,Restaurant,139.750683,35.622114,4
339,Entertainment,139.7385608,35.62799831,5
340,Entertainment,139.7109622,35.7311244,5
341,Office,139.7491843,35.62286636,8
342,Restaurant,139.6955871,35.66001961,4
343,Store,139.7107959,35.72978315,6
344,Restaurant,139.7442001,35.62911236,4
345,Transport,139.7508198,35.6205179,2
346,Restaurant,139.7002341,35.74993979,4
347,Store,139.6998096,35.66184659,6
348,Restaurant,139.702406,35.748909,4
349,Restaurant,139.7492319,35.62283557,4
350,Building,139.7003987,35.66741157,1
351,Transport,139.7208381,35.77806244,2
352,Entertainment,139.6960249,35.75754549,5
353,Restaurant,139.700208,35.7490549,4
354,Restaurant,139.6951868,35.75662879,4
355,Store,139.7384334,35.62766912,6
356,Restaurant,139.7189554,35.80296514,4
357,Restaurant,139.6979255,35.75582353,4
358,Restaurant,139.6957272,35.75572657,4
359,Transport,139.7321247,35.66318885,2
360,Transport,139.6547484,35.73740792,2
361,Restaurant,139.73201,35.66248208,4
362,Restaurant,139.6732584,35.74473153,4
363,Office,139.7267569,35.67094859,8
364,Restaurant,139.6530808,35.73727457,4
365,Office,139.7565705,35.65611504,8
366,Store,139.7311768,35.66553338,6
367,Entertainment,139.6986723,35.64326004,5
368,Transport,139.7322884,35.66324781,2
369,Restaurant,139.6620119,35.73843553,4
370,Transport,139.724046,35.6727158,2
371,Transport,139.7321168,35.66331537,2
372,Entertainment,139.6556765,35.73884483,5
373,Office,139.6527904,35.73550941,8
374,Entertainment,139.648633,35.74236297,5
375,Transport,139.6545231,35.73787383,2
376,Park,139.6549275,35.73761202,7
377,Store,139.7137034,35.73099376,6
378,Entertainment,139.7597972,35.69617717,5
379,Shop,139.7096987,35.7295979,3
380,Transport,139.7110963,35.72902543,2
381,Entertainment,139.7323741,35.66376677,5
382,Restaurant,139.7565866,35.65607581,4
383,Store,139.6572697,35.73901464,6
384,Transport,139.6546948,35.73738615,2
385,Restaurant,139.7341345,35.66251234,4
386,Transport,139.7545472,35.65686825,2
387,Restaurant,139.6618509,35.73947619,4
388,Factory,139.729844,35.665588,10
389,Transport,139.7636032,35.70020035,2
390,Restaurant,139.6540139,35.7372297,4
391,Shop,139.7636515,35.67664648,3
392,Store,139.7322119,35.6629391,6
393,Entertainment,139.7321297,35.66443734,5
394,Transport,139.7246736,35.665441,2
395,Store,139.7563808,35.6565894,6
396,Transport,139.7675246,35.63519465,2
397,Entertainment,139.711048,35.728721,5
398,Restaurant,139.731452,35.66409,4
399,Office,139.6634254,35.66552176,8
400,Transport,139.6674728,35.66158508,2
401,Restaurant,139.6525222,35.73749936,4
402,Office,139.7312217,35.6651438,8
403,Shop,139.7292119,35.66051289,3
404,Restaurant,139.6563551,35.73786512,4
405,Entertainment,139.6534958,35.73736764,5
406,Restaurant,139.667569,35.661261,4
407,Restaurant,139.6631531,35.73782595,4
408,Restaurant,139.729946,35.662973,4
409,Restaurant,139.732275,35.66277493,4
410,Shop,139.6538955,35.73784335,3
411,Store,139.7310519,35.66554246,6
412,Entertainment,139.661915,35.739428,5
413,Office,139.7313614,35.66582086,8
414,Entertainment,139.72973,35.661993,5
415,Shop,139.66082,35.737532,3
416,Shop,139.787487,35.554844,3
417,Restaurant,139.667978,35.66307497,4
418,Restaurant,139.667843,35.66080709,4
419,Restaurant,139.7301078,35.66590855,4
420,Restaurant,139.6548396,35.73783682,4
421,Restaurant,139.7311269,35.66540577,4
422,Office,139.7143364,35.63056866,8
423,Restaurant,139.7149104,35.63389194,4
424,Transport,139.6688032,35.58981272,2
425,Transport,139.6688391,35.60753808,2
426,Transport,139.647792,35.60846801,2
427,Transport,139.6590292,35.54849699,2
428,Transport,139.7285528,35.61969917,2
429,Shop,139.6626341,35.57403248,3
430,Store,139.6070775,35.56541028,6
431,Shop,139.667269,35.53583205,3
432,Entertainment,139.7668078,35.68060074,5
433,Restaurant,139.7707593,35.68251163,4
434,Transport,139.7632188,35.6749785,2
435,Restaurant,139.6424237,35.54509906,4
436,Restaurant,139.6080109,35.55374527,4
437,Transport,139.7491193,35.58157615,2
438,Restaurant,139.770554,35.681586,4
439,Entertainment,139.7748899,35.69955997,5
440,Restaurant,139.7746325,35.6967152,4
441,Store,139.611479,35.57423537,6
442,Transport,139.6172268,35.5727857,2
443,Transport,139.7217686,35.60184249,2
444,Restaurant,139.650811,35.56556737,4
445,Store,139.6673065,35.53588007,6
446,Transport,139.6112001,35.59902115,2
447,Store,139.6117001,35.56478777,6
448,Transport,139.7257519,35.60910951,2
449,Transport,139.696902,35.53132693,2
450,Restaurant,139.7004386,35.52904061,4
451,Shop,139.6957648,35.53294217,3
452,Store,139.697063,35.53291597,6
453,Transport,139.6598929,35.57209955,2
454,Restaurant,139.7707808,35.68139615,4
455,Shop,139.5723724,35.54414317,3
456,Entertainment,139.6025875,35.54379398,5
457,Restaurant,139.6306119,35.58701749,4
458,Transport,139.5730188,35.57957795,2
459,Store,139.6626502,35.57127051,6
460,Shop,139.6127319,35.56515121,3
461,Transport,139.7536039,35.70846826,2
462,Transport,139.5751941,35.82221515,2
463,Transport,139.6414232,35.58105261,2
464,Transport,139.7633135,35.67505157,2
465,Building,139.7454768,35.65856462,1
466,Store,139.7586465,35.65699986,6
467,Office,139.7486653,35.58154689,8
468,Restaurant,139.6189731,35.60224341,4
469,Store,139.7709512,35.68287588,6
470,Store,139.6153039,35.56234254,6
471,Store,139.6401789,35.56368863,6
472,Store,139.6837807,35.53135312,6
473,Entertainment,139.6952927,35.66080056,5
474,Store,139.6414557,35.58002573,6
475,Restaurant,139.6601129,35.54573196,4
476,Building,139.6111524,35.56459889,1
477,Store,139.6074002,35.5654639,6
478,Office,139.5767546,35.57600615,8
479,Shop,139.7711563,35.70152903,3
480,Transport,139.765222,35.699583,2
481,Transport,139.7913668,35.63022857,2
482,Store,139.7628951,35.6754394,6
483,Transport,139.7644806,35.67980576,2
484,Store,139.6828419,35.5251407,6
485,Shop,139.6141613,35.57285004,3
486,Entertainment,139.7889501,35.68241141,5
487,Shop,139.6053985,35.55208244,3
488,Shop,139.6965051,35.52971166,3
489,Entertainment,139.7150229,35.563375,5
490,Building,139.7275758,35.61837241,1
491,Restaurant,139.731144,35.619121,4
492,Transport,139.7166967,35.5646499,2
493,Store,139.7137383,35.5611752,6
494,Store,139.7145912,35.56236407,6
495,Restaurant,139.7358584,35.58467369,4
496,Restaurant,139.7141339,35.57641531,4
497,Store,139.7707245,35.70221514,6
498,Store,139.770982,35.70117399,6
499,Store,139.7710463,35.70098667,6
500,Store,139.7709351,35.70133591,6
501,Store,139.770708,35.70068555,6
502,Store,139.7702175,35.69931928,6
503,School,139.7707674,35.70422987,9
504,Store,139.7732227,35.69368599,6
505,Restaurant,139.7728072,35.69548665,4
506,Store,139.7159149,35.5700144,6
507,Restaurant,139.7156292,35.56259128,4
508,Shop,139.7137883,35.56234446,3
509,Store,139.7155837,35.56373389,6
510,Restaurant,139.7649014,35.66842756,4
511,Entertainment,139.7742462,35.69823997,5
512,Restaurant,139.722965,35.568299,4
513,Shop,139.7139279,35.56138288,3
514,Shop,139.7137517,35.56122102,3
515,Transport,139.769032,35.54505978,2
516,Transport,139.7237302,35.56068371,2
517,Shop,139.7102814,35.57221603,3
518,Restaurant,139.7145697,35.56239491,4
519,Shop,139.7176972,35.55913122,3
520,Transport,139.7637802,35.69984749,2
521,Restaurant,139.7613931,35.69633291,4
522,Shop,139.7708626,35.6990372,3
523,Store,139.7698098,35.69935739,6
524,Store,139.771049,35.70051401,6
525,Store,139.770813,35.70094964,6
526,Restaurant,139.756739,35.704881,4
527,Store,139.7705319,35.69876369,6
528,Store,139.7699922,35.70260937,6
529,Transport,139.7281237,35.61974496,2
530,Restaurant,139.7162354,35.56390916,4
531,Shop,139.716143,35.566905,3
532,Store,139.7160047,35.56580301,6
533,Entertainment,139.7145724,35.56234254,5
534,Restaurant,139.7149372,35.56100719,4
535,Shop,139.7156695,35.56324368,3
536,Transport,139.6348679,35.53694083,2
537,Restaurant,139.6353319,35.53796011,4
538,Transport,139.7148955,35.56193058,2
539,Restaurant,139.715402,35.562898,4
540,Transport,139.7781515,35.72129098,2
541,Transport,139.8139429,35.69643202,2
542,Transport,139.6632457,35.57490949,2
543,Building,139.6629882,35.57249661,1
544,Entertainment,139.6626556,35.5729024,5
545,Transport,139.6843868,35.5310519,2
546,Store,139.7148207,35.56434384,6
547,Shop,139.7138845,35.56242809,3
548,Store,139.7116836,35.56989496,6
549,Shop,139.7728622,35.69872354,3
550,Store,139.7707701,35.69942492,6
551,Restaurant,139.7693219,35.702846,4
552,Entertainment,139.7157204,35.56395716,5
553,Entertainment,139.7718751,35.70074054,5
554,Restaurant,139.7530353,35.70656907,4
555,Athletic & Sport,139.7519088,35.70558461,12
556,Athletic & Sport,139.7171292,35.67458148,12
557,Transport,139.7202373,35.68008021,2
558,Transport,139.5137715,35.79465086,2
559,Transport,139.5865399,35.7495381,2
560,Transport,139.6695864,35.81764786,2
561,Transport,139.6691492,35.84768054,2
562,Transport,139.5871836,35.81544677,2
563,Transport,139.6001872,35.79711117,2
564,Transport,139.6720786,35.71585285,2
565,Shop,139.6808732,35.81909202,3
566,Transport,139.6905184,35.82801739,2
567,Transport,139.8112822,35.74440118,2
568,Transport,139.8115718,35.74399572,2
569,Transport,139.5869957,35.81459002,2
570,Transport,139.6329273,35.77760438,2
571,Transport,139.562242,35.83066271,2
572,Transport,139.6129149,35.78827415,2
573,Transport,139.7597516,35.67514526,2
574,Entertainment,139.7729373,35.69899364,5
575,Restaurant,139.6989834,35.68800165,4
576,Transport,139.4952375,35.66903442,2
577,Transport,139.486061,35.66835075,2
578,Athletic & Sport,139.4856405,35.66249163,12
579,Transport,139.4770548,35.66629207,2
580,Transport,139.6693772,35.84756205,2
581,Transport,139.4882584,35.73705522,2
582,Transport,139.6374321,35.85378746,2
583,Store,139.7751474,35.69735561,6
584,Transport,139.7767225,35.71407232,2
585,Transport,139.6999598,35.69589617,2
586,Shop,139.7019553,35.69343902,3
587,Transport,139.7011292,35.68998843,2
588,Transport,139.7100449,35.72939123,2
589,Transport,139.6537399,35.75786619,2
590,Transport,139.7000147,35.689724,2
591,Transport,139.7106886,35.73029701,2
592,Transport,139.4771433,35.66615261,2
593,Transport,139.6594745,35.57668092,2
594,Transport,139.6631545,35.57648022,2
595,Store,139.711997,35.72947799,6
596,Athletic & Sport,139.4847148,35.66305696,12
597,Transport,139.7654915,35.68056825,2
598,Transport,139.7708774,35.69167017,2
599,Transport,139.7758341,35.71300698,2
600,Transport,139.7028834,35.67160236,2
601,Transport,139.7025239,35.6706763,2
602,Transport,139.7016951,35.65795548,2
603,Transport,139.6657991,35.70582855,2
604,Shop,139.665665,35.70750125,3
605,Shop,139.6656811,35.70925232,3
606,Entertainment,139.6715176,35.70436055,5
607,Transport,139.7729266,35.69836195,2
608,Athletic & Sport,139.6704447,35.85792658,12
609,Store,139.6987433,35.6918961,6
610,Transport,139.6978266,35.69046699,2
611,Transport,139.7653198,35.68150944,2
612,Transport,139.6785879,35.74379543,2
613,Transport,139.77548,35.69807225,2
614,Transport,139.7767924,35.71368835,2
615,Transport,139.8156703,35.6890299,2
616,Transport,139.8157024,35.68902119,2
617,Athletic & Sport,139.8615985,35.69202714,12
618,Transport,139.8613536,35.69246311,2
619,Transport,139.8425084,35.70642532,2
620,Transport,139.7110602,35.7300565,2
621,Transport,139.7788274,35.7204722,2
622,Transport,139.7841704,35.72021089,2
623,Transport,139.5562416,35.80382044,2
624,Shop,139.6994609,35.65999641,3
625,Shop,139.6980715,35.66088555,3
626,Entertainment,139.6954425,35.66260332,5
627,Shop,139.6700451,35.66194683,3
628,Restaurant,139.6659762,35.70853796,4
629,Restaurant,139.7464015,35.64781727,4
630,Shop,139.669319,35.663088,3
631,Athletic & Sport,139.7043908,35.69663243,12
632,Restaurant,139.6669096,35.66023831,4
633,Park,139.6291084,35.76304064,7
634,Store,139.6287947,35.76036201,6
635,Church,139.7434506,35.64809806,11
636,Entertainment,139.6156334,35.65344149,5
637,Shop,139.7015476,35.68994486,3
638,Athletic & Sport,139.7513938,35.7035416,12
639,Building,139.6659559,35.661623,1
640,Transport,139.7038972,35.71290244,2
641,Entertainment,139.7605777,35.67127769,5
642,Restaurant,139.6664965,35.70785844,4
643,Transport,139.6240794,35.64734965,2
644,Entertainment,139.6654478,35.70857716,5
645,Restaurant,139.7436154,35.64708755,4
646,Restaurant,139.7456941,35.64671982,4
647,Transport,139.7005123,35.65946194,2
648,Store,139.6684595,35.66166034,6
649,Shop,139.6649521,35.70829627,3
650,Restaurant,139.6694013,35.66251125,4
651,Transport,139.747569,35.64573181,2
652,Store,139.697409,35.66073954,6
653,Entertainment,139.6954774,35.65849622,5
654,Transport,139.7945613,35.67231923,2
655,Entertainment,139.7975627,35.67100096,5
656,Shop,139.694833,35.686611,3
657,Transport,139.7007976,35.65953264,2
658,Shop,139.7010568,35.66188146,3
659,Entertainment,139.7046521,35.66126926,5
660,Restaurant,139.6491829,35.70389445,4
661,Transport,139.664356,35.705918,2
662,Building,139.7000546,35.69007501,1
663,Entertainment,139.698181,35.689117,5
664,Entertainment,139.695591,35.658509,5
665,Entertainment,139.7090498,35.66647294,5
666,Restaurant,139.704302,35.700992,4
667,Entertainment,139.753046,35.67023178,5
668,Shop,139.70294,35.690744,3
669,Restaurant,139.6976209,35.65879562,4
670,Restaurant,139.6971078,35.66241043,4
671,Entertainment,139.7004735,35.69043229,5
672,Entertainment,139.6678913,35.70625762,5
673,Building,139.7713923,35.6996166,1
674,Restaurant,139.636542,35.702545,4
675,Entertainment,139.6360164,35.70840888,5
676,School,139.7435537,35.64865032,9
677,Shop,139.6972674,35.66132174,3
678,Restaurant,139.5012087,35.67015933,4
679,Store,139.5010579,35.67060657,6
680,Entertainment,139.8038605,35.74842138,5
681,School,139.7428858,35.64922791,9
682,Entertainment,139.6663225,35.70807576,5
683,Restaurant,139.7445285,35.64739597,4
684,Transport,139.7775078,35.71369516,2
685,Restaurant,139.7713856,35.70185139,4
686,Building,139.7572839,35.66641846,1
687,Scenic Lookout,139.700574,35.65906803,0
688,Transport,139.7010025,35.65913341,2
